anchor_path,positive_path,negative_path
F:\DATASET\VGGFace2\dataset\train\n000265\0287_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000265\0069_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000197\0070_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000425\0113_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000425\0378_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000251\0208_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000455\0166_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000455\0221_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000368\0025_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000012\0040_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000012\0040_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000440\0111_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000207\0028_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000207\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000435\0051_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000125\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000125\0403_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000199\0094_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000468\0032_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000468\0068_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000432\0163_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000460\0030_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000460\0192_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000401\0302_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000076\0334_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000076\0239_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000336\0102_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000067\0479_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000067\0391_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000209\0209_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000488\0131_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000488\0286_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000399\0389_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000377\0383_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000377\0244_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000318\0205_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000450\0431_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000450\0314_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000138\0104_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000381\0230_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000381\0007_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000397\0599_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000285\0393_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000285\0116_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000398\0158_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000025\0333_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000025\0005_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000211\0112_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000352\0199_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000352\0200_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000140\0048_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000253\0112_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000253\0009_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000194\0088_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000403\0505_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000403\0484_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000442\0002_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000233\0095_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000233\0091_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000303\0006_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000420\0441_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000420\0307_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000165\0144_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000365\0118_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000365\0370_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000216\0259_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000197\0232_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000197\0134_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000406\0125_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000064\0249_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000064\0174_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000389\0069_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000162\0228_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000162\0279_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000333\0324_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000174\0097_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000174\0108_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000206\0209_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000137\0009_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000137\0106_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000360\0057_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000143\0192_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000143\0217_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000427\0048_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000013\0109_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000013\0061_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000426\0190_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000025\0142_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000025\0068_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000355\0004_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000003\0087_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000003\0029_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000338\0016_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000088\0115_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000088\0133_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000497\0296_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000167\0414_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000167\0150_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000065\0055_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000056\0139_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000056\0221_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000104\0374_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000101\0185_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000101\0165_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000159\0128_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000390\0143_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000390\0059_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000332\0149_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000103\0475_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000103\0472_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000157\0664_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000459\0210_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000459\0400_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000484\0004_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000150\0157_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000150\0089_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000073\0060_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000034\0109_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000034\0089_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000292\0589_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000298\0013_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000298\0100_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000140\0092_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000278\0027_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000278\0028_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000368\0134_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000422\0382_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000422\0114_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000374\0147_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000036\0282_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000036\0087_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000081\0103_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000326\0027_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000326\0013_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000003\0222_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000315\0019_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000315\0039_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000338\0224_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000206\0188_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000206\0102_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000478\0117_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000260\0007_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000260\0224_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000361\0006_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000470\0027_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000470\0015_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000407\0159_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000130\0167_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000130\0083_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000303\0075_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000112\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000112\0207_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000489\0321_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000458\0365_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000458\0100_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000320\0423_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000493\0109_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000493\0420_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000417\0248_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000229\0160_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000229\0108_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000324\0042_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000100\0283_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000100\0085_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000448\0081_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000415\0070_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000415\0210_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000481\0354_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000048\0074_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000048\0116_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000112\0013_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000463\0085_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000463\0053_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000015\0403_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000479\0077_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000479\0033_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000245\0044_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000285\0060_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000285\0161_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000264\0173_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000003\0053_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000003\0231_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000039\0291_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000260\0362_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000260\0344_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000187\0200_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000300\0387_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000300\0457_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000365\0373_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000208\0121_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000208\0086_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000453\0297_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000488\0129_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000488\0363_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000402\0089_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000402\0051_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000402\0205_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000399\0060_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000143\0272_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000143\0013_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000439\0049_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000207\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000207\0185_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000300\0386_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000245\0126_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000245\0223_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000502\0101_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000156\0138_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000156\0321_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000478\0078_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000431\0047_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000431\0071_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000242\0154_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000474\0662_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000474\0674_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000377\0240_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000449\0147_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000449\0225_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000418\0227_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000128\0252_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000128\0102_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000088\0254_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000169\0068_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000169\0283_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000045\0230_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000016\0256_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000016\0027_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000270\0113_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000260\0408_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000260\0373_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000038\0209_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000281\0048_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000281\0059_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000484\0314_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000304\0024_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000304\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000469\0042_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000091\0045_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000091\0175_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000420\0060_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000316\0039_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000316\0373_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000190\0229_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000277\0413_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000277\0030_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000295\0106_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000345\0075_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000345\0085_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000300\0529_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000113\0021_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000113\0101_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000213\0065_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000034\0343_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000034\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000052\0527_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000454\0048_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000454\0162_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000432\0147_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000457\0177_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000457\0260_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000222\0462_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000421\0317_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000421\0144_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000140\0196_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000300\0055_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000300\0036_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000415\0172_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000402\0070_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000402\0275_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000409\0256_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000481\0311_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000481\0215_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000197\0358_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000263\0181_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000263\0128_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000453\0081_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000490\0047_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000490\0026_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000004\0324_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000489\0184_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000489\0003_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000156\0138_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000058\0450_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000058\0258_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000271\0065_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000271\0006_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000271\0306_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000320\0202_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000006\0152_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000006\0486_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000266\0184_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000053\0294_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000053\0118_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000338\0072_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000324\0290_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000324\0327_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000448\0370_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000278\0074_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000278\0034_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000243\0070_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000343\0117_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000343\0165_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000332\0195_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000490\0002_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000490\0058_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000190\0117_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000348\0383_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000348\0143_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000244\0067_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000491\0486_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000491\0369_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000334\0010_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000456\0250_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000456\0468_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000091\0171_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000088\0332_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000088\0112_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000492\0360_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000143\0069_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000143\0734_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000013\0325_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000432\0025_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000432\0016_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000401\0001_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000465\0025_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000465\0014_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000470\0097_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000478\0043_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000478\0328_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000361\0022_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000279\0092_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000279\0039_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000262\0018_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000085\0365_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000085\0100_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000064\0043_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000034\0087_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000034\0014_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000249\0018_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000112\0151_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000112\0223_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000239\0010_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000492\0273_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000492\0013_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000223\0122_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000015\0427_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000015\0088_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000107\0026_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000437\0097_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000437\0003_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000325\0059_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000464\0007_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000464\0005_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000486\0108_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000297\0299_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000297\0502_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000103\0145_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000156\0127_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000156\0354_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000451\0056_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000236\0124_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000236\0377_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000379\0350_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000270\0336_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000270\0267_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000039\0071_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000277\0212_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000277\0372_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000391\0171_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000251\0002_03.jpg,F:\DATASET\VGGFace2\dataset\train\n000251\0161_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000227\0035_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000300\0176_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000300\0353_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000006\0278_02.jpg
F:\DATASET\VGGFace2\dataset\train\n000011\0122_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000011\0385_04.jpg,F:\DATASET\VGGFace2\dataset\train\n000264\0418_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000150\0334_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000150\0347_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000500\0164_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000199\0183_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000199\0267_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000005\0186_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000064\0176_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000064\0109_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000016\0353_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000369\0163_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000369\0238_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000228\0377_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000168\0288_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000168\0054_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000177\0387_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000187\0035_02.jpg,F:\DATASET\VGGFace2\dataset\train\n000187\0082_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000340\0173_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000177\0183_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000177\0055_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000104\0016_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000471\0198_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000471\0237_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000274\0191_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000145\0066_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000145\0046_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000311\0208_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000449\0345_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000449\0018_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000241\0304_01.jpg
F:\DATASET\VGGFace2\dataset\train\n000185\0191_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000185\0418_01.jpg,F:\DATASET\VGGFace2\dataset\train\n000073\0062_01.jpg
